address,latitude,longitude,map_link
"1720 Fourth Avenue, Birmingham, Alabama, United States, 35208",33.5062681,-86.8654158,"https://www.google.com/maps?q=33.5062681,-86.8654158"
"1712 4th Avenue North, Birmingham, Alabama, United States, 35203",33.5155499,-86.81149409999999,"https://www.google.com/maps?q=33.5155499,-86.81149409999999"
"211–215 8th Avenue North, Birmingham, Alabama, United States, 35217",33.615028,-86.749303,"https://www.google.com/maps?q=33.615028,-86.749303"
"306-308 18th Street North, 18th Street North(1925-1927), 1717 4th Avenue North (1927-1946), Birmingham, Alabama, United States, 35203",33.5154943,-86.8111327,"https://www.google.com/maps?q=33.5154943,-86.8111327"
"1720-1722 4th Avenue North, Birmingham, Alabama, United States, 35208",33.5155943,-86.8114001,"https://www.google.com/maps?q=33.5155943,-86.8114001"
"1900 2nd Avenue North, Birmingham, Alabama, United States, 35203",33.5150774,-86.8077153,"https://www.google.com/maps?q=33.5150774,-86.8077153"
"212 18th Street North, Birmingham, Alabama, United States, 35203",33.5144091,-86.80942019999999,"https://www.google.com/maps?q=33.5144091,-86.80942019999999"
"Camp Hill, Alabama, United States,",32.8004059,-85.65356589999999,"https://www.google.com/maps?q=32.8004059,-85.65356589999999"
"505 West Vine Street, Decatur, Alabama, United States, 35607",34.6163723,-86.9906773,"https://www.google.com/maps?q=34.6163723,-86.9906773"
"Decatur, Alabama, United States,",34.6059253,-86.9833417,"https://www.google.com/maps?q=34.6059253,-86.9833417"
"Decatur, Alabama, United States,",34.6059253,-86.9833417,"https://www.google.com/maps?q=34.6059253,-86.9833417"
"Dothan, Alabama, United States,",31.2233594,-85.389326,"https://www.google.com/maps?q=31.2233594,-85.389326"
"Dothan, Alabama, United States,",31.2233594,-85.389326,"https://www.google.com/maps?q=31.2233594,-85.389326"
"3rd Place Alley at 17th Avenue North, Enon Ridge, Alabama, United States, 35204",33.5331397,-86.8300361,"https://www.google.com/maps?q=33.5331397,-86.8300361"
"1800 Avenue D, Ensley, Alabama, United States, 35218",33.5145794,-86.89766139999999,"https://www.google.com/maps?q=33.5145794,-86.89766139999999"
"5230 Commerce Avenue, Fairfield, Alabama, United States, 35064",33.4932653,-86.91748729999999,"https://www.google.com/maps?q=33.4932653,-86.91748729999999"
"121 Temple Avenue N, Fayette, Alabama, United States, 35555",33.6852287,-87.83124579999999,"https://www.google.com/maps?q=33.6852287,-87.83124579999999"
"113 N. 6th Street, Gadsden, Alabama, United States, 35901",34.0145182,-86.0060684,"https://www.google.com/maps?q=34.0145182,-86.0060684"
"220 Hoke Street, Gadsden, Gadsden, Alabama, United States, 35903",34.0025109,-85.9800923,"https://www.google.com/maps?q=34.0025109,-85.9800923"
"Jefferson Street, Huntsville, Alabama, United States, 35801",34.733834,-86.588571,"https://www.google.com/maps?q=34.733834,-86.588571"
"210 Church Street, Huntsville, Alabama, United States, 35801",34.7292933,-86.58839429999999,"https://www.google.com/maps?q=34.7292933,-86.58839429999999"
"Hurtsboro, Alabama, United States,",32.2418146,-85.4163327,"https://www.google.com/maps?q=32.2418146,-85.4163327"
"Jackson, Alabama, United States,",31.5090521,-87.8944435,"https://www.google.com/maps?q=31.5090521,-87.8944435"
"1378 Dr. Martin Luther King Jr. Avenue, Mobile, Alabama, United States, 36603",30.7010896,-88.0678677,"https://www.google.com/maps?q=30.7010896,-88.0678677"
"501 S. Dearborn Street, Mobile, Alabama, United States, 36603",30.6784068,-88.04862519999999,"https://www.google.com/maps?q=30.6784068,-88.04862519999999"
"900 Selma Street, Mobile, Alabama, United States, 36604",30.6792618,-88.0538251,"https://www.google.com/maps?q=30.6792618,-88.0538251"
"256 Dr. Martin Luther King Jr. Avenue, Mobile, Alabama, United States, 36610",30.6958622,-88.05342569999999,"https://www.google.com/maps?q=30.6958622,-88.05342569999999"
"Mobile, Alabama, United States,",30.6953657,-88.0398912,"https://www.google.com/maps?q=30.6953657,-88.0398912"
"Monroeville, Alabama, United States,",31.5279399,-87.32470769999999,"https://www.google.com/maps?q=31.5279399,-87.32470769999999"
"500 S. Holt Street, Montgomery, Alabama, United States, 36104",32.370982,-86.32135,"https://www.google.com/maps?q=32.370982,-86.32135"
"30 N. Lawrence Street, Montgomery, Alabama, United States, 36104",32.377853,-86.3062478,"https://www.google.com/maps?q=32.377853,-86.3062478"
"30 N. Lawrence Street, Montgomery, Alabama, United States, 36104",32.377853,-86.3062478,"https://www.google.com/maps?q=32.377853,-86.3062478"
"954 Highland Avenue, Montgomery, Alabama, United States, 36104",32.3718332,-86.2954614,"https://www.google.com/maps?q=32.3718332,-86.2954614"
"2722 29th Avenue North, North Birmingham, Alabama, United States, 35207",33.5515886,-86.81488209999999,"https://www.google.com/maps?q=33.5515886,-86.81488209999999"
"duplicate, North Birmingham, Alabama, United States,",33.5528646,-86.8216818,"https://www.google.com/maps?q=33.5528646,-86.8216818"
"115 N. Center Street, Piedmont, Alabama, United States, 36272",33.9239326,-85.61155219999999,"https://www.google.com/maps?q=33.9239326,-85.61155219999999"
"Plateau, Alabama, United States,",30.7362999,-88.0638884,"https://www.google.com/maps?q=30.7362999,-88.0638884"
"901 St. Stephens Road, Pritchard, Alabama, United States, 36610",30.7290576,-88.0974461,"https://www.google.com/maps?q=30.7290576,-88.0974461"
"S. Wilson Avenue and Rail Road Street, Pritchard, Alabama, United States, 36610",30.7374572,-88.0636288,"https://www.google.com/maps?q=30.7374572,-88.0636288"
"1220 Broad Street, Selma, Alabama, United States, 56701",32.4177441,-87.02391659999999,"https://www.google.com/maps?q=32.4177441,-87.02391659999999"
"Sheffield, Alabama, United States,",34.7650887,-87.6986407,"https://www.google.com/maps?q=34.7650887,-87.6986407"
"Sylacauga, Alabama, United States,",33.1731716,-86.2516406,"https://www.google.com/maps?q=33.1731716,-86.2516406"
"627 West Battle Street, Talladega, Alabama, United States, 35160",33.4344131,-86.113468,"https://www.google.com/maps?q=33.4344131,-86.113468"
"7th Street and 23rd Avenue, Tuscaloosa, Alabama, United States, 35401",33.208291,-87.5661643,"https://www.google.com/maps?q=33.208291,-87.5661643"
"Tuscaloosa, Alabama, United States,",33.21031,-87.5658722,"https://www.google.com/maps?q=33.21031,-87.5658722"
"4920 US 80, Tuskegee, Alabama, United States, 36083",32.3945522,-85.74928589999999,"https://www.google.com/maps?q=32.3945522,-85.74928589999999"
"W. Northside Street, Tuskegee, Alabama, United States, 36083",32.4233443,-85.6930272,"https://www.google.com/maps?q=32.4233443,-85.6930272"
"1200 W Montgomery Rd, Tuskegee, Alabama, United States, 36088",32.4292805,-85.70771479999999,"https://www.google.com/maps?q=32.4292805,-85.70771479999999"
"313 E. Van Buren Avenue, Phoenix, Arizona, United States, 85003",33.4513363,-112.069205,"https://www.google.com/maps?q=33.4513363,-112.069205"
"Blytheville, Arkansas, United States,",35.9284963,-89.9080319,"https://www.google.com/maps?q=35.9284963,-89.9080319"
"507 W. Ash Street, Blytheville, Arkansas, United States, 72315",35.9264612,-89.9087193,"https://www.google.com/maps?q=35.9264612,-89.9087193"
"Camden, Arkansas, United States,",33.5836341,-92.8341045,"https://www.google.com/maps?q=33.5836341,-92.8341045"
"Camden, Arkansas, United States,",33.5836341,-92.8341045,"https://www.google.com/maps?q=33.5836341,-92.8341045"
"Cotton Plantation, Arkansas, United States,",35.20105,-91.8318334,"https://www.google.com/maps?q=35.20105,-91.8318334"
"Crawfordsville, Arkansas, United States,",35.2275715,-90.3263739,"https://www.google.com/maps?q=35.2275715,-90.3263739"
"Earle, Arkansas, United States,",35.2708512,-90.4657452,"https://www.google.com/maps?q=35.2708512,-90.4657452"
"545 E And B Street, Eldorado, Arkansas, United States, 71730",33.2027518,-92.65799090000002,"https://www.google.com/maps?q=33.2027518,-92.65799090000002"
"624 N. West Ave., Eldorado, Arkansas, United States, 71730",33.2179548,-92.6659688,"https://www.google.com/maps?q=33.2179548,-92.6659688"
"123 W. Hillsboro Street, Eldorado, Arkansas, United States, 71730",33.2069702,-92.66305729999999,"https://www.google.com/maps?q=33.2069702,-92.66305729999999"
"102 N. Rosser Street, Forest City, Arkansas, United States, 72335",35.0090502,-90.7861776,"https://www.google.com/maps?q=35.0090502,-90.7861776"
"Helena, Arkansas, United States,",34.5291253,-90.5900273,"https://www.google.com/maps?q=34.5291253,-90.5900273"
"116 Walnut Street, Helena, Arkansas, United States, 72342",34.5228345,-90.58716749999999,"https://www.google.com/maps?q=34.5228345,-90.58716749999999"
"221 E. 3rd Street., Hope, Arkansas, United States, 71801",33.6669114,-93.5898891,"https://www.google.com/maps?q=33.6669114,-93.5898891"
"Railroad Street, Hughes, Arkansas, United States, 72348",34.9483689,-90.4710407,"https://www.google.com/maps?q=34.9483689,-90.4710407"
"Little Rock, Arkansas, United States,",34.7444618,-92.2880157,"https://www.google.com/maps?q=34.7444618,-92.2880157"
"712 W. 9th Street, Little Rock, Arkansas, United States, 72201",34.7414457,-92.2795032,"https://www.google.com/maps?q=34.7414457,-92.2795032"
"Little Rock, Arkansas, United States,",34.7444618,-92.2880157,"https://www.google.com/maps?q=34.7444618,-92.2880157"
"Magnolia, Arkansas, United States,",33.2670757,-93.2393835,"https://www.google.com/maps?q=33.2670757,-93.2393835"
"Vine Street & W. 5th Street, Malvern, Arkansas, United States, 72104",34.3598377,-92.814595,"https://www.google.com/maps?q=34.3598377,-92.814595"
"284 W. Chestnut Street, Marianna, Arkansas, United States, 72360",34.7747623,-90.7665155,"https://www.google.com/maps?q=34.7747623,-90.7665155"
"Newport, Arkansas, United States,",35.6060625,-91.2641293,"https://www.google.com/maps?q=35.6060625,-91.2641293"
"North Little Rock, Arkansas, United States,",34.756104,-92.2677497,"https://www.google.com/maps?q=34.756104,-92.2677497"
"213 E. Hale Avenue, Osceola, Arkansas, United States, 72370",35.7030812,-89.96660419999999,"https://www.google.com/maps?q=35.7030812,-89.96660419999999"
"124 N. Walnut Street, Osceola, Arkansas, United States, 72370",35.7031013,-89.97029959999999,"https://www.google.com/maps?q=35.7031013,-89.97029959999999"
"102 E. Second Avenue, Pine Bluff, Arkansas, United States, 71601",34.228183,-92.0030912,"https://www.google.com/maps?q=34.228183,-92.0030912"
"Proctor, Arkansas, United States,",35.0950918,-90.3734326,"https://www.google.com/maps?q=35.0950918,-90.3734326"
"Scotland, Arkansas, United States,",33.0526379,-92.74960329999999,"https://www.google.com/maps?q=33.0526379,-92.74960329999999"
"Smackover, Arkansas, United States,",33.3648506,-92.7250061,"https://www.google.com/maps?q=33.3648506,-92.7250061"
"Stamps, Arkansas, United States,",33.361072,-93.496578,"https://www.google.com/maps?q=33.361072,-93.496578"
"Turrell, Arkansas, United States,",35.3741817,-90.2612292,"https://www.google.com/maps?q=35.3741817,-90.2612292"
"Warren, Arkansas, United States,",33.6099007,-92.0715853,"https://www.google.com/maps?q=33.6099007,-92.0715853"
"Warren, Arkansas, United States,",33.6099007,-92.0715853,"https://www.google.com/maps?q=33.6099007,-92.0715853"
"West Helena, Arkansas, United States,",34.550177,-90.6413226,"https://www.google.com/maps?q=34.550177,-90.6413226"
"West Helena, Arkansas, United States,",34.550177,-90.6413226,"https://www.google.com/maps?q=34.550177,-90.6413226"
"West Helena, Arkansas, United States,",34.550177,-90.6413226,"https://www.google.com/maps?q=34.550177,-90.6413226"
"903 E. Broadway, West Memphis, Arkansas, United States, 72301",35.1462129,-90.17325459999999,"https://www.google.com/maps?q=35.1462129,-90.17325459999999"
"1224 19th Street, Bakersfield, California, United States, 93301",35.3765107,-119.0160463,"https://www.google.com/maps?q=35.3765107,-119.0160463"
"1400 E. California Avenue, Bakersfield, California, United States, 93305",35.368792,-118.983719,"https://www.google.com/maps?q=35.368792,-118.983719"
"2440 Bancroft Way, Berkeley, California, United States, 94704",37.8683181,-122.2604369,"https://www.google.com/maps?q=37.8683181,-122.2604369"
"1139 Fulton Mall, Fresno, California, United States, 93721",36.7353619,-119.7919583,"https://www.google.com/maps?q=36.7353619,-119.7919583"
"1019 F Street, Fresno, California, United States, 93706",36.7307254,-119.7956065,"https://www.google.com/maps?q=36.7307254,-119.7956065"
"1437 Tulare Street, Fresno, California, United States, 93706",36.7303067,-119.7951701,"https://www.google.com/maps?q=36.7303067,-119.7951701"
"126 E. Martin Luther King, Jr. Boulevard, Los Angeles, California, United States, 90011",34.0109245,-118.2727703,"https://www.google.com/maps?q=34.0109245,-118.2727703"
"5258 S. Avalon Boulevard, Los Angeles, California, United States, 90011",33.9945136,-118.2649328,"https://www.google.com/maps?q=33.9945136,-118.2649328"
"4219 S. Central Avenue, Los Angeles, California, United States, 90011",34.00706,-118.2567,"https://www.google.com/maps?q=34.00706,-118.2567"
"1629 S. Central Ave, Los Angeles, California, United States, 90021",34.0262402,-118.2492197,"https://www.google.com/maps?q=34.0262402,-118.2492197"
"1873 W. Jefferson Boulevard, Los Angeles, California, United States, 90018",34.025828,-118.31115,"https://www.google.com/maps?q=34.025828,-118.31115"
"3511 S. Central Avenue, Los Angeles, California, United States, 90011",34.01136,-118.25675,"https://www.google.com/maps?q=34.01136,-118.25675"
"523 S. Main Street, Los Angeles, California, United States, 90013",34.0461765,-118.2490243,"https://www.google.com/maps?q=34.0461765,-118.2490243"
"1007 S. Central Ave, Los Angeles, California, United States, 90021",34.03138,-118.24475,"https://www.google.com/maps?q=34.03138,-118.24475"
"1827 E. 103rd St., Los Angeles, California, United States, 90002",33.9434762,-118.2398698,"https://www.google.com/maps?q=33.9434762,-118.2398698"
"2300 S. Central Ave., Los Angeles, California, United States, 90011",34.0205813,-118.2539,"https://www.google.com/maps?q=34.0205813,-118.2539"
"1940 S. Central Ave., Los Angeles, California, United States, 90011",34.02343,-118.25125,"https://www.google.com/maps?q=34.02343,-118.25125"
"11523 Santa Monica Blvd, Los Angeles, California, United States, 90025",34.045556,-118.452876,"https://www.google.com/maps?q=34.045556,-118.452876"
"5326 S. Central Ave, Los Angeles, California, United States, 91702",33.99421630000001,-118.256223,"https://www.google.com/maps?q=33.99421630000001,-118.256223"
"Los Angeles, California, United States, 90037",34.002058,-118.2818967,"https://www.google.com/maps?q=34.002058,-118.2818967"
"Monterey, California, United States,",36.5972925,-121.8977688,"https://www.google.com/maps?q=36.5972925,-121.8977688"
"3520 San Pablo Avenue, Oakland, California, United States, 94608",37.8264078,-122.2783137,"https://www.google.com/maps?q=37.8264078,-122.2783137"
"485 8th Street, Oakland, California, United States, 94607",37.800292,-122.274703,"https://www.google.com/maps?q=37.800292,-122.274703"
"1620 7th Street, Oakland, California, United States, 94607",37.8064203,-122.2985844,"https://www.google.com/maps?q=37.8064203,-122.2985844"
"717 Market Street, Oakland, California, United States, 94607",37.8030591,-122.2829348,"https://www.google.com/maps?q=37.8030591,-122.2829348"
"1011 Broadway, Oakland, California, United States, 94607",37.8020417,-122.2734505,"https://www.google.com/maps?q=37.8020417,-122.2734505"
"245 Black Diamond Street, Pittsburg, California, United States, 94565",38.032092,-121.8850082,"https://www.google.com/maps?q=38.032092,-121.8850082"
"412 MacDonald Avenue, Richmond, California, United States, 94801",37.9354299,-122.365219,"https://www.google.com/maps?q=37.9354299,-122.365219"
"811 Macdonald Avenue, Richmond, California, United States, 94801",37.9361128,-122.3617915,"https://www.google.com/maps?q=37.9361128,-122.3617915"
"212 K Street, Sacramento, California, United States, 95814",38.5819934,-121.5043429,"https://www.google.com/maps?q=38.5819934,-121.5043429"
"328 L Street, Sacramento, California, United States, 95814",38.5803776,-121.5033061,"https://www.google.com/maps?q=38.5803776,-121.5033061"
"519 J Street, Sacramento, California, United States, 95814",38.5819852,-121.4990764,"https://www.google.com/maps?q=38.5819852,-121.4990764"
"Sacramento, California, United States,",38.5781342,-121.4944209,"https://www.google.com/maps?q=38.5781342,-121.4944209"
"2558 Imperial Avenue, San Diego, California, United States, 92102",32.7065395,-117.1388012,"https://www.google.com/maps?q=32.7065395,-117.1388012"
"1226 Fillmore Street, San Francisco, California, United States, 94115",37.780838,-122.4319224,"https://www.google.com/maps?q=37.780838,-122.4319224"
"649 Broadway, San Francisco, California, United States, 94133",37.7975523,-122.4079332,"https://www.google.com/maps?q=37.7975523,-122.4079332"
"1281 Market Street, San Francisco, California, United States, 94102",37.7777921,-122.4159837,"https://www.google.com/maps?q=37.7777921,-122.4159837"
"1671 Ellis Street, San Francisco, California, United States, 94115",37.7821633,-122.4341861,"https://www.google.com/maps?q=37.7821633,-122.4341861"
"148 3rd Street, San Francisco, California, United States, 94103",37.7855104,-122.4013491,"https://www.google.com/maps?q=37.7855104,-122.4013491"
"727 Market St, San Francisco, California, United States, 94103",37.7868843,-122.4040405,"https://www.google.com/maps?q=37.7868843,-122.4040405"
"1745 Fillmore Street, San Francisco, California, United States, 94115",37.7856768,-122.4333116,"https://www.google.com/maps?q=37.7856768,-122.4333116"
"757 Market Street, San Francisco, California, United States, 94103",37.7866154,-122.4044509,"https://www.google.com/maps?q=37.7866154,-122.4044509"
"69 S. Second Street, San Jose, California, United States, 95113",37.3353672,-121.8886122,"https://www.google.com/maps?q=37.3353672,-121.8886122"
"33 S. Center Street, Stockton, California, United States, 95202",37.9520877,-121.2909942,"https://www.google.com/maps?q=37.9520877,-121.2909942"
"28 S. Eldorado Street, Stockton, California, United States, 95202",37.9521115,-121.2896478,"https://www.google.com/maps?q=37.9521115,-121.2896478"
"21 N. Sutter Street, Stockton, California, United States, 95202",37.9538325,-121.2862333,"https://www.google.com/maps?q=37.9538325,-121.2862333"
"2551 Welton St., Denver, Colorado, United States, 80205",39.753746,-104.979637,"https://www.google.com/maps?q=39.753746,-104.979637"
"1414 Main Street, Bridgeport, Connecticut, United States, 06604",41.1836616,-73.19097719999999,"https://www.google.com/maps?q=41.1836616,-73.19097719999999"
"827 Whalley Avenue, New Haven, Connecticut, United States, 06515",41.3259252,-72.9581053,"https://www.google.com/maps?q=41.3259252,-72.9581053"
"1203 7th Street NW, D.C., D.C., United States, 20001",38.90609730000001,-77.02171899999999,"https://www.google.com/maps?q=38.90609730000001,-77.02171899999999"
"1207 26th Street NW, D.C., D.C., United States, 20007",38.90528339999999,-77.05442239999999,"https://www.google.com/maps?q=38.90528339999999,-77.05442239999999"
"1433 U. Street NW, Washington, D.C., D.C., United States, 20009",38.9170045,-77.0332548,"https://www.google.com/maps?q=38.9170045,-77.0332548"
"1515 7th St. NW, D.C., D.C., United States, 20001",38.9101237,-77.0216182,"https://www.google.com/maps?q=38.9101237,-77.0216182"
"2405 Martin Luther King, Jr. Avenue SE, D.C., D.C., United States, 20020",38.8628052,-76.9927249,"https://www.google.com/maps?q=38.8628052,-76.9927249"
"D.C., D.C., United States,",38.9298212,-77.0329218,"https://www.google.com/maps?q=38.9298212,-77.0329218"
"1901-1903 7th Street NW, D.C., D.C., United States, 20001",38.915746,-77.021598,"https://www.google.com/maps?q=38.915746,-77.021598"
"62 H. St. NW, D.C., D.C., United States, 20001",38.899848,-77.011434,"https://www.google.com/maps?q=38.899848,-77.011434"
"2001 9th Street, N.W., D.C., D.C., United States, 20001",38.9171861,-77.02376799999999,"https://www.google.com/maps?q=38.9171861,-77.02376799999999"
"1131 8th Street NW, D.C., D.C., United States, 20004",38.8889765,-77.0420541,"https://www.google.com/maps?q=38.8889765,-77.0420541"
"620 T Street NW, D.C., D.C., United States, 20001",38.9152969,-77.0210577,"https://www.google.com/maps?q=38.9152969,-77.0210577"
"2501-07 Benning Road NE, D.C., D.C., United States, 20002",38.8976533,-76.9709149,"https://www.google.com/maps?q=38.8976533,-76.9709149"
"2501-07 Benning Rd. NE, D.C., D.C., United States, 20002",38.8976533,-76.9709149,"https://www.google.com/maps?q=38.8976533,-76.9709149"
"1215 U St. NW, D.C., D.C., United States, 20009",38.917627,-77.0290101,"https://www.google.com/maps?q=38.917627,-77.0290101"
"1223 Ninth St. NW, D.C., D.C., United States, 20001",38.9063988,-77.0236303,"https://www.google.com/maps?q=38.9063988,-77.0236303"
"1207 26th St. NW, D.C., D.C., United States, 20037",38.90528339999999,-77.05442239999999,"https://www.google.com/maps?q=38.90528339999999,-77.05442239999999"
"1365 H St. NE , D.C., D.C., United States, 20002",38.8999542,-76.9861552,"https://www.google.com/maps?q=38.8999542,-76.9861552"
"149 9th St. NW, D.C., D.C., United States, 20001",38.8921065,-77.0239716,"https://www.google.com/maps?q=38.8921065,-77.0239716"
"1333 U St. NW, D.C., D.C., United States, 20009",38.9172301,-77.0307425,"https://www.google.com/maps?q=38.9172301,-77.0307425"
"218-220 F St. SW, D.C., D.C., United States, 20001",38.8975346,-77.0027588,"https://www.google.com/maps?q=38.8975346,-77.0027588"
"5131 Nannie Helen Burroughs Ave NE, D.C., D.C., United States, 20019",38.8980722,-76.9260073,"https://www.google.com/maps?q=38.8980722,-76.9260073"
"Laurel, Delaware, United States,",38.5565041,-75.5713141,"https://www.google.com/maps?q=38.5565041,-75.5713141"
"106 South Walnut St. , Milford, Delaware, United States, 19963",38.9122467,-75.4290985,"https://www.google.com/maps?q=38.9122467,-75.4290985"
"N. Market St & High St, Seaford, Delaware, United States, 19973",38.641972,-75.609669,"https://www.google.com/maps?q=38.641972,-75.609669"
"810-812 N. French St. , Wilmington, Delaware, United States, 19801",39.7431343,-75.5465652,"https://www.google.com/maps?q=39.7431343,-75.5465652"
"Apalachicola, Florida, United States,",29.7257675,-84.9832435,"https://www.google.com/maps?q=29.7257675,-84.9832435"
"Apopka, Florida, United States,",28.6934076,-81.5322149,"https://www.google.com/maps?q=28.6934076,-81.5322149"
"[potentially Arcadia, FL?], Arcade, Florida, United States,",27.2142078,-81.77870209999999,"https://www.google.com/maps?q=27.2142078,-81.77870209999999"
"Avon Park, Avon Park, Florida, United States, 33825",27.5958672,-81.5061862,"https://www.google.com/maps?q=27.5958672,-81.5061862"
"Avon Park, Florida, United States,",27.5958672,-81.5061862,"https://www.google.com/maps?q=27.5958672,-81.5061862"
"469 Third Avenue, Bartow, Florida, United States, 33830",27.8935591,-81.83375889999999,"https://www.google.com/maps?q=27.8935591,-81.83375889999999"
"236 SW 5th Street, Belle Glade, Florida, United States, 33430",26.6844548,-80.6730846,"https://www.google.com/maps?q=26.6844548,-80.6730846"
"Belle Glade, Florida, United States,",26.6845104,-80.6675577,"https://www.google.com/maps?q=26.6845104,-80.6675577"
"Belle Glade, Florida, United States,",26.6845104,-80.6675577,"https://www.google.com/maps?q=26.6845104,-80.6675577"
"109 9th Avenue W, Bradenton, Florida, United States, 34205",27.4916463,-82.5630497,"https://www.google.com/maps?q=27.4916463,-82.5630497"
"Bunnell, Florida, United States,",29.4660863,-81.25784159999999,"https://www.google.com/maps?q=29.4660863,-81.25784159999999"
"301 N. Garden Avenue, Clearwater, Florida, United States, 33755",27.9690751,-82.79871849999999,"https://www.google.com/maps?q=27.9690751,-82.79871849999999"
"Clearwater, Florida, United States,",27.9655722,-82.7958948,"https://www.google.com/maps?q=27.9655722,-82.7958948"
"1104 N. Martin Luther King, Jr. Avenue, Clearwater, Florida, United States, 33755",27.9771446,-82.79194799999999,"https://www.google.com/maps?q=27.9771446,-82.79194799999999"
"1007 Harlem Academy Avenue, Clewiston, Florida, United States, 33440",26.737554,-80.9513661,"https://www.google.com/maps?q=26.737554,-80.9513661"
"Clewiston, Florida, United States,",26.7542312,-80.93367529999999,"https://www.google.com/maps?q=26.7542312,-80.93367529999999"
"Clewiston, Florida, United States,",26.7542312,-80.93367529999999,"https://www.google.com/maps?q=26.7542312,-80.93367529999999"
"Cocoa, Florida, United States,",28.3861159,-80.7419984,"https://www.google.com/maps?q=28.3861159,-80.7419984"
"Cocoa, Florida, United States,",28.3861159,-80.7419984,"https://www.google.com/maps?q=28.3861159,-80.7419984"
"Coconut Grove, Florida, United States,",25.7355248,-80.2377186,"https://www.google.com/maps?q=25.7355248,-80.2377186"
"Coconut Grove, Florida, United States,",25.7355248,-80.2377186,"https://www.google.com/maps?q=25.7355248,-80.2377186"
"Coral Gables, Florida, United States,",25.7491968,-80.2635411,"https://www.google.com/maps?q=25.7491968,-80.2635411"
"Cross City, Florida, United States,",29.6337184,-83.12325779999999,"https://www.google.com/maps?q=29.6337184,-83.12325779999999"
"Dania, Florida, United States,",26.052311,-80.1439343,"https://www.google.com/maps?q=26.052311,-80.1439343"
"Daytona, Florida, United States,",29.2071029,-81.01967959999999,"https://www.google.com/maps?q=29.2071029,-81.01967959999999"
"577 Dr. Mary McLeod Bethune Boulevard, Daytona Beach, Florida, United States, 32114",29.212697,-81.0298437,"https://www.google.com/maps?q=29.212697,-81.0298437"
"254 W. Voorhis Avenue, Deland, Florida, United States, 32720",29.02438459999999,-81.3070819,"https://www.google.com/maps?q=29.02438459999999,-81.3070819"
"Delray Beach, Florida, United States,",26.4638471,-80.0738334,"https://www.google.com/maps?q=26.4638471,-80.0738334"
"Eustis, Eustis, Florida, United States, 32726",28.8472701,-81.68020539999999,"https://www.google.com/maps?q=28.8472701,-81.68020539999999"
"335 Main St. E, Florence Villa, Florida, United States, 33881",28.0439152,-81.7199358,"https://www.google.com/maps?q=28.0439152,-81.7199358"
"Florida City, Florida, United States,",25.4478898,-80.47922369999999,"https://www.google.com/maps?q=25.4478898,-80.47922369999999"
"Ft. Lauderdale, Florida, United States,",26.1224386,-80.13731740000001,"https://www.google.com/maps?q=26.1224386,-80.13731740000001"
"Ft. Lauderdale, Florida, United States,",26.1224386,-80.13731740000001,"https://www.google.com/maps?q=26.1224386,-80.13731740000001"
"541 NW 5th Avenue, Ft. Lauderdale, Florida, United States, 33311",26.1290556,-80.14881129999999,"https://www.google.com/maps?q=26.1290556,-80.14881129999999"
"2107 Fowler Street, Ft. Myers, Florida, United States, 33901",26.6391305,-81.8620254,"https://www.google.com/maps?q=26.6391305,-81.8620254"
"Ft. Myers, Florida, United States,",26.6409247,-81.8605575,"https://www.google.com/maps?q=26.6409247,-81.8605575"
